sector,indicator,subcategory,subcategory2,subcategory3,aspectid,unit,explanation
Companies and Establishments,LLPs,Number of LLPs Registered,Other Business Activities,,903268,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Other Business Activities,,903368,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,"Transport, storage and Communications",,903286,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,"Transport, storage and Communications",,903386,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Agriculture and Allied Activities,,903214,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Agriculture and Allied Activities,,903314,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,"Community, personal & Social Services",,903219,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,"Community, personal & Social Services",,903319,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Manufacturing (Food stuffs),,903256,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Manufacturing (Food stuffs),,903356,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,"Manufacturing (Paper & Paper products, Publishing, printing",,903261,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,"Manufacturing (Paper & Paper products, Publishing, printing",,903361,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Other Service activities,,903270,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Other Service activities,,903370,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Trading,,903285,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Trading,,903385,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Wholesale trade and commission,,903289,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Wholesale trade and commission,,903389,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,"Retail trade,except of motor vehicle",,903280,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,"Retail trade,except of motor vehicle",,903380,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Real Estate and Renting,,903275,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Real Estate and Renting,,903375,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Hotels and Restaurants,,903231,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Hotels and Restaurants,,903331,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,"Manufacturing (Metals & Chemicals, and products thereof)",,903259,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,"Manufacturing (Metals & Chemicals, and products thereof)",,903359,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Construction,,903221,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Construction,,903321,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Education,,903222,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Education,,903322,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Manufacture of food products,,903241,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Manufacture of food products,,903341,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,"Electricity, Gas & Water companies",,903223,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,"Electricity, Gas & Water companies",,903323,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Manufacturing (Others),,903260,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Manufacturing (Others),,903360,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Real estate activities,,903274,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Real estate activities,,903374,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Supporting and auxiliary transport,,903283,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Supporting and auxiliary transport,,903383,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Health and Social Work,,903230,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Health and Social Work,,903330,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,"Sale,Maintenance&Repair of mot",,903281,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,"Sale,Maintenance&Repair of mot",,903381,Rs.,Obligation of contribution of the LLPs registered in the month
Companies and Establishments,LLPs,Number of LLPs Registered,Insurance and pension funding,,903233,,Number of Limited Liability Partnership firms registered in the given month
Companies and Establishments,LLPs,Obligation of contribution,Insurance and pension funding,,903333,Rs.,Obligation of contribution of the LLPs registered in the month
